Geneid,SingleDST_18,SingleDST_20,SingleDST_22,Listeria_58,Listeria_61,Listeria_62,Listeria_66,Naive_11,Naive_16,Naive_38,Naive_56,Naive_82,Naive_85,Tolerant_34,Tolerant_36,Tolerant_68,Tolerant_70,Tolerant_72
ENSMUSG00000102628,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,75
ENSMUSG00000100595,4,7,2,4,7,2,2,1,2,1,0,4,5,7,7,0,5,4
ENSMUSG00000097426,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000104478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104385,0,1,2,4,5,0,0,0,0,1,0,0,2,3,1,4,2,2
ENSMUSG00000086053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102135,65,37,80,26,36,29,23,73,55,67,24,38,71,47,61,70,46,75
ENSMUSG00000103282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101097,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000100764,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14
ENSMUSG00000102095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102534,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0
ENSMUSG00000100831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103629,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002076531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100025,41,17,14,32,63,19,20,23,46,23,6,64,15,13,7,36,37,18
ENSMUSG00000051285,1716,2367,1358,2215,1407,1689,1600,1657,2734,1963,2612,2340,2563,3356,3878,1798,2045,2423
ENSMUSG00000098201,31,32,20,11,23,10,20,55,25,37,13,13,35,29,55,25,31,29
ENSMUSG00000103509,0,6,0,0,26,97,0,45,0,3,0,47,1,2,1,6,1,44
ENSMUSG00000048538,6,2,0,2,0,2,0,1,27,2,0,4,4,4,0,2,0,2
ENSMUSG00000103709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102768,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097797,6,58,5,0,29,112,49,53,16,28,31,1,14,6,57,1,36,124
ENSMUSG00000103498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000103067,1,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,11,1
ENSMUSG00000102320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000103903,9,0,3,0,0,0,4,2,0,3,0,0,2,1,4,2,1,5
ENSMUSG00000103557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026312,0,1,0,1,0,1,1,0,0,0,0,0,0,7,0,1,2,0
ENSMUSG00000100290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039748,13,102,0,272,27,215,24,154,25,85,50,31,0,1,292,4,2,193
ENSMUSG00000118715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
ENSMUSG00000104158,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,108
ENSMUSG00000103540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057363,513,590,660,560,242,787,539,633,337,310,379,382,409,825,196,781,765,932
ENSMUSG00000047216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ENSMUSG00000102160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENSMUSG00000101253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090243,5,1,3,2,4,1,0,2,8,2,4,12,6,2,34,7,5,45
ENSMUSG00000100701,7,6,0,2,0,2,0,1,8,5,0,3,3,6,1,6,3,0
ENSMUSG00000100555,5,2,0,3,6,0,2,1,2,1,2,3,0,0,2,4,3,5
ENSMUSG00000101395,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038702,103,112,35,98,84,227,95,91,98,86,50,154,147,254,152,272,74,181
ENSMUSG00000101875,12,8,9,4,20,8,8,24,14,11,4,12,19,14,16,16,15,13
ENSMUSG00000099732,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0
ENSMUSG00000101220,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0
ENSMUSG00000100020,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000100515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033021,1696,2167,1512,1643,1315,2350,797,2641,1971,1718,1727,1675,2070,2001,1974,1265,1956,767
ENSMUSG00000055214,0,0,0,0,3,0,0,1,0,1,0,0,0,2,2,0,0,0
ENSMUSG00000078184,64,30,29,40,82,51,50,48,31,34,35,49,18,31,50,73,47,29
ENSMUSG00000104363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000102446,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104248,0,0,4,0,1,0,0,0,0,2,0,0,1,0,1,0,0,3
ENSMUSG00000104021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000103471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087875,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000102605,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,18,0,0
ENSMUSG00000070695,2,0,2,0,0,0,0,0,0,2,1,0,0,0,124,0,0,2
ENSMUSG00000025909,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,4
ENSMUSG00002076179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102647,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102253,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00002074990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000101154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103884,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
ENSMUSG00000065865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084353,0,0,0,0,4,1,0,0,9,2,1,1,4,2,0,9,0,1
ENSMUSG00002076328,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
ENSMUSG00000103933,24,42,37,9,12,17,6,25,38,23,15,7,48,43,37,15,19,23
ENSMUSG00000101573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075967,81,107,58,33,34,39,47,66,93,64,20,31,120,83,87,34,68,79
ENSMUSG00000086195,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000107979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104504,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000099615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000066693,4,0,1,0,0,2,0,0,1,1,2,1,0,1,0,3,1,4
ENSMUSG00000102316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000100265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102871,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000099571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101571,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,2,1,0
ENSMUSG00000104428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102272,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
ENSMUSG00000100305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099534,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
ENSMUSG00000103411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061024,1262,1017,1565,1838,775,1111,746,1650,2585,1528,2112,1400,1594,782,980,879,1200,1073
ENSMUSG00000100617,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000100703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000100177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000101590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102030,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000099870,0,0,0,2,0,2,0,2,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000026374,9530,10166,6618,8532,9346,12932,6679,10813,11443,7103,8127,7441,9291,11502,13800,13511,12835,9006
ENSMUSG00000026377,4195,4025,2761,4063,3720,5877,2858,3496,5223,2793,4221,4083,5045,6038,4820,4519,5750,2844
ENSMUSG00000099936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000025911,0,1,86,17,0,0,0,1,50,25,0,1,52,0,0,0,0,0
ENSMUSG00000079671,2,1,0,1,0,0,10,0,0,0,0,0,13,0,1,1,2,0
ENSMUSG00000081441,0,0,2,0,0,1,1,0,0,2,0,1,0,1,2,3,0,0
ENSMUSG00000067879,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057335,356,372,210,299,332,328,156,458,569,496,622,418,651,353,329,302,405,435
ENSMUSG00000103634,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104154,21,0,10,12,0,0,32,37,1,27,7,0,4,14,0,7,0,68
ENSMUSG00000103435,0,0,0,1,0,0,11,0,0,8,0,0,0,0,0,6,0,0
ENSMUSG00000065573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002076271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100551,5,12,8,9,15,10,9,7,7,8,6,7,5,14,11,19,7,8
ENSMUSG00000100357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025912,0,2,0,16,0,11,86,1,0,0,0,1,0,0,2,9,1,84
ENSMUSG00000045210,2000,1575,1855,2235,1223,1470,2091,1534,2327,1556,2185,1993,1924,2091,1768,1153,1577,1991
ENSMUSG00000041763,6342,5360,5668,6520,3551,4861,4245,3134,7152,4297,6372,3856,7444,4472,3761,4014,4741,4189
ENSMUSG00000097893,4,6,9,8,49,4,7,8,5,7,14,14,3,8,0,0,15,47
ENSMUSG00000026504,1226,1380,418,1638,1176,2060,1608,1479,1746,1282,1722,1896,1713,1474,1308,1287,1598,1189
ENSMUSG00000103367,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0
ENSMUSG00000103584,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ENSMUSG00002076339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ENSMUSG00000102475,2,0,23,0,0,0,5,0,0,10,0,0,0,0,0,0,0,21
ENSMUSG00000047343,4,68,0,23,9,39,39,10,6,69,5,22,35,0,118,21,8,170
ENSMUSG00000102211,106,47,80,43,47,82,104,127,58,46,14,15,43,96,77,124,120,172
ENSMUSG00000087082,0,5,0,0,0,0,21,0,0,8,0,13,3,1,0,0,0,0
ENSMUSG00000090106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103251,81,181,114,98,53,1,116,99,27,78,38,39,36,363,166,53,75,19
ENSMUSG00000091844,16,280,156,43,56,163,4,399,59,260,241,182,321,99,158,133,1,216
ENSMUSG00000026483,976,1136,672,890,961,1504,911,204,198,423,174,95,360,881,1543,870,1686,1963
ENSMUSG00000100594,40,0,158,93,34,275,193,170,95,54,65,131,228,2,0,69,205,0
ENSMUSG00000082528,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000082012,1,3,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
ENSMUSG00000099996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100534,3,0,0,0,2,0,1,1,1,10,0,1,0,1,25,2,1,18
ENSMUSG00000102904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00002076350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019699,312,547,396,444,431,398,414,681,71,213,99,329,154,432,232,425,385,976
ENSMUSG00000104391,0,18,1,6,10,20,36,57,1,7,25,0,0,0,0,42,0,89
ENSMUSG00000102133,73,27,106,29,8,75,80,27,9,1,35,15,36,2,3,55,14,230
ENSMUSG00000102749,77,44,125,72,48,158,137,67,0,120,35,23,61,28,179,122,31,282
ENSMUSG00000103163,0,0,10,6,0,0,8,0,14,6,29,14,4,0,4,0,69,108
ENSMUSG00000103646,133,349,232,161,153,292,52,421,104,228,147,177,107,0,619,191,258,656
ENSMUSG00000102427,0,0,0,0,70,0,12,22,0,7,0,0,0,0,0,0,0,42
ENSMUSG00000103633,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000097892,0,39,0,1,4,1,0,2,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000063659,270,397,1165,94,177,152,147,652,1195,893,735,633,792,19,223,270,354,463
ENSMUSG00000102432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000103043,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000102885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026049,2108,1404,1325,1251,1654,2035,1030,1064,1802,1616,1815,2272,1676,1653,1191,2650,2193,1451
ENSMUSG00000103767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043019,829,789,736,633,419,440,862,863,868,732,585,757,948,499,592,758,673,907
ENSMUSG00000101104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000015962,7,0,4,14,0,0,0,0,0,1,0,0,8,0,0,0,16,2
ENSMUSG00000032666,543,601,933,30,107,0,156,538,993,668,857,638,510,225,0,7,8,136
ENSMUSG00000084557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000100685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000102090,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ENSMUSG00000103744,0,12,0,0,0,10,9,0,0,0,0,0,0,0,7,43,15,0
ENSMUSG00000015961,4557,5602,4299,6295,2897,4312,3838,4441,5295,4100,5451,4364,5976,5532,4466,3614,4980,3090
ENSMUSG00000089657,9,10,11,11,9,13,4,9,5,22,15,2,7,14,18,6,6,17
ENSMUSG00000102483,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000014980,1066,798,633,530,831,939,572,1132,996,523,866,838,949,1325,184,677,780,695
ENSMUSG00000026235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032649,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
ENSMUSG00000101849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026047,544,926,1117,1306,523,827,558,944,641,206,331,498,519,929,565,547,840,564
ENSMUSG00000080878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091476,1,0,12,1,4,9,1,5,7,4,12,4,6,3,0,17,9,30
ENSMUSG00000104097,0,19,1,0,0,0,0,30,5,11,0,6,0,6,1,2,1,0
ENSMUSG00000119789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102493,10,2,1,5,1,2,8,9,4,2,4,4,4,3,0,9,7,15
ENSMUSG00000004872,0,0,1,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0
ENSMUSG00000118426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041684,346,347,399,539,219,173,336,146,205,297,120,50,261,180,607,310,417,549
ENSMUSG00000032908,9,34,7,55,61,41,74,9,39,48,3,23,43,51,107,9,83,43
ENSMUSG00000099561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102945,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000026502,2760,2884,2261,1907,1744,2051,1556,2605,2313,2712,2172,1824,2016,3241,2342,2787,2346,2482
ENSMUSG00000103958,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0
ENSMUSG00000070489,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
ENSMUSG00000104126,170,215,208,188,303,410,152,178,161,103,143,149,164,283,227,450,304,202
ENSMUSG00000086350,13,55,13,12,49,4,16,101,14,17,24,2,24,9,38,115,43,124
ENSMUSG00000026500,593,457,459,462,745,652,425,234,290,279,178,304,230,523,478,976,798,573
ENSMUSG00000026048,1026,1189,1848,1609,967,1370,1191,1203,2189,1210,1547,1043,1738,795,1100,1091,1377,1768
ENSMUSG00000046828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ENSMUSG00000089703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101567,14,12,10,6,23,12,6,4,1,3,1,5,5,17,11,20,19,12
ENSMUSG00000026245,4423,4891,2278,4760,3471,5259,2703,3597,6237,3757,4783,4115,5488,6587,3755,3530,5331,3402
ENSMUSG00000101798,3,19,23,20,0,16,9,23,0,17,2,4,0,0,0,19,8,10
ENSMUSG00000104018,105,60,97,1,48,29,25,120,17,132,2,0,23,105,219,45,0,127
ENSMUSG00000090486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026482,0,65,0,0,1,0,78,0,241,13,222,52,199,0,20,0,0,2
ENSMUSG00000086145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080950,1,1,0,4,2,2,4,0,0,0,3,0,0,0,2,2,1,1
ENSMUSG00000099868,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055547,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000012187,29,23,20,13,41,55,5,14,35,78,40,55,13,58,71,108,18,70
ENSMUSG00000008475,33996,35538,29566,27721,23974,38033,19241,25772,40557,23699,38627,40923,42414,34583,24156,29913,34224,17532
ENSMUSG00000099364,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000100562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056870,0,0,0,0,0,1,0,0,0,0,0,0,0,45,30,0,0,0
ENSMUSG00000102319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0
ENSMUSG00000089877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000101701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000100434,1,0,0,0,0,0,1,5,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000100013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101937,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039630,16864,21670,14323,17599,11977,15240,13147,18834,26524,19895,22765,14227,26247,19048,14593,12295,16483,19457
ENSMUSG00000104279,0,0,112,0,0,0,64,6,0,1,6,24,0,3,0,81,1,0
ENSMUSG00002075531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026495,424,288,260,514,150,732,360,151,240,152,246,187,248,441,419,693,622,658
ENSMUSG00000032883,128,248,90,193,91,347,148,680,1201,467,847,601,472,0,2,142,213,32
ENSMUSG00000026480,7,75,154,68,24,71,32,160,124,193,180,159,286,21,351,28,173,126
ENSMUSG00000026494,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44,0,0
ENSMUSG00000064967,3,1,0,0,4,0,0,0,0,2,0,0,0,1,3,1,2,2
ENSMUSG00000102922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025915,422,577,662,239,153,323,123,1424,3981,2431,3797,3706,4745,29,314,231,701,145
ENSMUSG00000089713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079470,0,16,32,123,0,6,40,59,73,82,118,324,76,5,251,1,1,205
ENSMUSG00000099377,8,12,5,15,10,6,4,19,15,17,16,21,15,23,0,15,6,19
ENSMUSG00000099706,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ENSMUSG00000047330,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000101324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072978,8,15,8,9,8,9,5,12,22,6,8,16,8,6,2,10,17,6
ENSMUSG00000046334,8,0,0,4,4,6,0,0,0,0,3,0,0,0,0,6,0,0
ENSMUSG00002075801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050711,0,0,0,111,0,0,0,0,0,0,0,0,4,0,0,56,0,0
ENSMUSG00000099562,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,2
ENSMUSG00000077782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055067,2040,2475,1705,2096,2133,3205,1579,2632,2473,1528,1922,2023,1980,1820,3809,2286,3854,1714
ENSMUSG00000054702,111,82,78,109,55,219,100,77,42,73,59,82,68,31,200,51,35,235
